Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,United States Park Police - District 5,901 Anacostia Drive SE,,Washington,DC,20019,,,E,,Private,Fleet use only,,,,,,2,,,Non-Networked,,GPS,38.8669127,-76.9965994,2019-12-12,149462,2019-12-12 21:27:03 UTC,FG,16,Department of the Interior,,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,National Mall and Memorial Parks - Headquarters,900 Ohio Dr SW,,Washington,DC,20024,,,E,,Private,Fleet use only,,,,,,6,,,Non-Networked,,200-9,38.881309,-77.03214,2019-12-12,149463,2019-12-12 21:27:03 UTC,FG,16,Department of the Interior,,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Rock Creek National Park - Klingle Mansion,3545 Williamsburg Ln NW,,Washington,DC,20008,,,E,,Private,Fleet use only,,,,,,4,,,Non-Networked,,200-9,38.935967,-77.049989,2019-12-12,149464,2019-12-12 21:27:03 UTC,FG,16,Department of the Interior,,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Channel Islands National Park,1691 Spinnaker Dr,#105B,Ventura,CA,93001,,805-658-5730,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,34.243462,-119.265744,2019-12-12,149465,2019-12-12 21:27:03 UTC,FG,16,Department of the Interior,,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissani Brothers Nissan,5750 Mesmer Ave,,Los Angeles,CA,90230,,310-313-3400,E,,Public - Call ahead,Dealership business hours,,,,,,4,,,Non-Networked,,GPS,33.9840806,-118.3978393,2019-12-12,149466,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,County Line Nissan - North,522 Winsted Rd,,Torrington,CT,06790,,860-482-5555,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,41.8269547,-73.1107105,2019-12-12,149467,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Mike Erdman Nissan,4640 Highway 520,,Cocoa,FL,32926,,321-453-2050,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,28.3622374,-80.7994187,2019-12-12,149468,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nalley Nissan - Cumming,1310 Buford Hd,,Cumming,GA,30041,,678-648-7290,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,34.1696097,-84.1251252,2019-12-12,149469,2019-12-12 21:27:03 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Heritage Nissan,1500 Verterans Memorial Hwy,,Rome,GA,30165,,706-291-1981,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,34.2855251,-85.1366731,2019-12-12,149470,2019-12-12 21:27:03 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Legends,1900 N 100th Terrace,,Kansas City,KS,66109,,913-396-6971,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,39.1273585,-94.8119719,2019-12-12,149471,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Kelly Nissan - Woburn,95 Cedar St,,Stoneham,MA,02180,,781-835-3500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,42.4989506,-71.119321,2019-12-12,149472,2019-12-12 21:27:03 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Lexington Park,22757 Three Notch Rd,,California,MD,20619,,240-895-8210,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,38.2918989,-76.4960241,2019-12-12,149473,2019-12-12 21:27:03 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Sheehy Nissan- White Marsh,5361 Nottingridge Rd,,White Marsh,MD,21162,,443-327-3203,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,39.3734093,-76.4442501,2019-12-12,149474,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Deacon Jones Nissan,3305 McLain St,,Goldsboro,NC,27534,,919-734-2411,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,35.368612,-77.929719,2019-12-12,149475,2019-12-17 00:13:07 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Woodhouse Place Nissan,8508 W 145th St,,Omaha,NE,68138,,402-592-1065,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,41.1746442,-96.1419954,2019-12-12,149476,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,South Shore Nissan,200 Sunrise Hwy,,Amityville,NY,11701,,516-269-8338,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,40.6870902,-73.4148646,,149477,2019-12-31 21:00:53 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Bay Shore,1521 Sunrise Hwy,,Bay Shore,NY,11706,,631-230-5860,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,40.7356438,-73.2509486,2019-12-12,149478,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Grainger Nissan - Beaufort,219 Robert Smalls Pkwy,,Beaufort,SC,29906,,843-321-4652,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.428635,-80.7207645,2019-12-12,149479,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Paris,1490 Mineral Wells Ave,,Paris,TN,38242,,240-895-8210,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,38.2918989,-76.4960241,2019-12-12,149480,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Garvey Brothers Nissan,78 Route 7B,,Clarendon,VT,05759,,802-775-2355,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,43.5719158,-72.9659823,2019-12-12,149481,2019-12-12 21:27:03 UTC,P,,,,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissani Brothers Nissan,5750 Mesmer Ave,,Los Angeles,CA,90230,,310-313-3400,E,,Private,Service Center use only,,,,,,1,,,Non-Networked,,GPS,33.9840806,-118.3978393,2019-12-12,149482,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,County Line Nissan - North,522 Winsted Rd,,Torrington,CT,06790,,860-482-5555,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,41.8269547,-73.1107105,2019-12-12,149483,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nalley Nissan - Cumming,1310 Buford Hd,,Cumming,GA,30041,,678-648-7290,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,34.1696097,-84.1251252,2019-12-12,149484,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Legends,1900 N 100th Terrace,,Kansas City,KS,66109,,913-396-6971,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,39.1273585,-94.8119719,2019-12-12,149485,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Kelly Nissan - Woburn,95 Cedar St,,Stoneham,MA,02180,,781-835-3500,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,42.4989506,-71.119321,2019-12-12,149486,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Lexington Park,22757 Three Notch Rd,,California,MD,20619,,240-895-8210,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,38.2918989,-76.4960241,2019-12-12,149487,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Sheehy Nissan- White Marsh,5361 Nottingridge Rd,,White Marsh,MD,21162,,443-327-3203,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,39.3734093,-76.4442501,2019-12-12,149488,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Deacon Jones Nissan,3305 McLain St,,Goldsboro,NC,27534,,919-734-2411,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,35.368612,-77.929719,2019-12-12,149489,2019-12-17 00:13:07 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Woodhouse Place Nissan,8508 W 145th St,,Omaha,NE,68138,,402-592-1065,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,41.1746442,-96.1419954,2019-12-12,149490,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,South Shore Nissan,200 Sunrise Hwy,,Amityville,NY,11701,,516-269-8338,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,40.6870902,-73.4148646,,149491,2019-12-31 21:00:53 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Bay Shore,1521 Sunrise Hwy,,Bay Shore,NY,11706,,631-230-5860,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,40.7356438,-73.2509486,2019-12-12,149492,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Grainger Nissan - Beaufort,219 Robert Smalls Pkwy,,Beaufort,SC,29906,,843-321-4652,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,32.428635,-80.7207645,2019-12-12,149493,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Garvey Brothers Nissan,78 Route 7B,,Clarendon,VT,05759,,802-775-2355,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,43.5719158,-72.9659823,2019-12-12,149494,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Paris,1490 Mineral Wells Ave,,Paris,TN,38242,,240-895-8210,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,GPS,38.2918989,-76.4960241,2019-12-12,149495,2019-12-12 21:27:03 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NORTHWINDS,11625 Rainwater Dr,NORTHWINDS 5; -,Alpharetta,GA,30009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.062912,-84.288574,2019-12-31,149496,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 2 hours, and $20 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,1211 Avenue of the Americas,1211 Avenue of the Americas,,New York,NY,10036,,888-998-2546,E,,Public,unknown,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,40.75867,-73.982384,2019-12-31,149498,2019-12-31 09:08:08 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,Port Condominium Association,1819 SE 17th St,"Common Access Parking
",Fort Lauderdale,FL,33316,,888-998-2546,E,,Private,unknown,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.101479,-80.12285,2019-12-31,149499,2019-12-31 09:08:08 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,Cedar Hill,285 Uptown Blvd,,Cedar Hill,TX,75104,,888-998-2546,E,,Public,unknown,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,32.592591,-96.951575,2019-12-31,149500,2019-12-31 09:08:08 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,Hilton Garden Inn Bellevue,10777 Northeast 10th Street,,Bellevue,WA,98004,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://blinkcharging.com,GPS,47.6188924,-122.1969419,2019-12-31,149501,2019-12-31 10:09:57 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,,
ELEC,Lexington,1050 James Street,,Seattle,WA,98104,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://blinkcharging.com,GPS,47.6065736,-122.3230702,2019-12-31,149502,2019-12-31 10:09:57 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,,
ELEC,Legacy At Westwood,10833 Wilshire Blvd.,The stations are only available for residents and permitted guests.,Los Angeles,CA,90024,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://blinkcharging.com,GPS,34.0595622,-118.4408875,2019-12-31,149503,2019-12-31 10:09:57 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,
ELEC,HIGH ASSOCIATES,1902 Olde Homestead Ln,BUILDING 24; Near West Side Entrance,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.0528213,-76.2439139,2019-12-31,149504,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,WESTLODGE,811 Burr Mountain Rd,LAKERIDGE ST1,Torrington,CT,06790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.8750604,-73.1049768,2019-12-31,149506,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,NEWHAVEN OFFICE,New Haven Park & Ride,TOWN NEW HAVEN; Behind Town Office/Library,New Haven,VT,05472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.1261554,-73.1532356,2019-12-31,149507,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $1 per additional hour, $0.75 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,BWP EV CHARGE,520 N Glenoaks Blvd,VAPE SHOP; In front of Vape Noir,Burbank,CA,91502,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.1864261,-118.310496,2019-12-31,149508,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.1739 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,BWP EV CHARGE,1111 W Alameda Ave,AAA AUTO CLUB; In front of AAA Auto Club,Burbank,CA,91506,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.1630413,-118.3141739,2019-12-31,149509,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.1739 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,PTS,1325 N Warren Ave,LOT 2012-1; Northeast corner of Lot 2012,Tucson,AZ,85724,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.2400096,-110.9467765,2019-12-31,149510,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.8 per hour for the first 4 hours, and $5.4 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,BISHOP 1,Sunnyvale & Hazelton,BISHOP 2,Sunnyvale,CA,94085,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.38631,-122.02525,2019-12-31,149511,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,BISHOP 1,440 N Sunnyvale Ave,BISHOP 1,Sunnyvale,CA,94085,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.38644,-122.02523,2019-12-31,149512,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL 12534,542 Warren St,"CITY HALL 1
CITY HALL 2
CITY HALL 3",Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,42.248767,-73.784959,2019-12-31,149513,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,JCDOT,2400 N Elm Ave,"STATION 1
STATION 2",Jackson,MI,49201,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,42.285053,-84.385357,2019-12-31,149514,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,ENTRYWAYSTATION,99 Bear Creek Ave,EAST STATION; Take fork onto Mt. Vernon road. On left side of the road.,Morrison,CO,80465,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.6531236,-105.1880401,2019-12-31,149515,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,STAYBRIDGE STES,2651 E Northrise Dr,"STAYBRIDGE STES; Charging Station on IHOP side of building, near patio entrance.  Complimentary charging available for IHG Rewards Members while guests of the hotel.  See Front Desk for details.",Las Cruces,NM,88011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.3518072,-106.7637242,2019-12-31,149516,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.14 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,SHSU,2424 Sam Houston Ave,SHSU STATION 1; Police parking area,Huntsville,TX,77340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.7064371,-95.5472239,2019-12-31,149517,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFLIVERMORE,1052 S Livermore Ave,"CH EV STATION 1; In front of City Hall
CH EV STATION 2; In front of City Hall.",Livermore,CA,94550,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.67478,-121.753414,2019-12-31,149518,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,HUNTLEY,Norwich Park and Ride EB,STATION 2; -,Norwich,VT,05055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.7251908,-72.3153504,2019-12-31,149520,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,THE FALLS,158 Union Turnpike,THE FALLS,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.25175,-73.76392,2019-12-31,149522,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour, and $1 per additional hour, maximum payment of $40, maximum session time is 1 hour",,,,,,,,,,,,,,,,,,,,
ELEC,THEGATE,1550 Calder Blvd,BR GATE LEASCO; -,Four Corners,FL,33896,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.2603061,-81.6182093,2019-12-31,149523,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.23 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,MAIN STREET,100 W Main St,STATION 2,Wilkesboro,NC,28697,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.1485057,-81.1519602,2019-12-31,149524,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,MAIN STREET,100 E Main St,STATION 1,Wilkesboro,NC,28697,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.148705,-81.1514123,2019-12-31,149525,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,OXFORD,17600 Yonge St,"STATION 1; near Entrance 1
STATION 2; Near Entrance 1",Newmarket,ON,L3Y 4Z1,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,44.055319,-79.484212,2019-12-31,149526,2019-12-31 10:50:50 UTC,,,,,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Kawartha Pine Ridge District School Board - Port Hope,130 Highland Drive,,Port Hope,ON,L1A 2A3,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://www.flo.com,GPS,43.957543,-78.308806,2019-12-31,149527,2019-12-31 11:01:54 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Caisse Desjardins du Val St-François,77 rue Saint-Georges,,Windsor,QC,J1S 2K5,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://www.flo.com,GPS,45.5710159597085,-72.0024302908421,2019-12-31,149528,2019-12-31 11:01:54 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BRCC - Kirkland - Rôtisseries St-Hubert,2939 boul. St-Charles,,Kirkland,QC,H9S 3B5,,877-505-2674,E,,Public,24 hours daily,,,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,200-8,45.447714,-73.853642,2019-12-31,149529,2019-12-31 11:05:24 UTC,,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
